,Aerobic,Anaerobic,Contains_Mobile_Elements,Facultatively_Anaerobic,Forms_Biofilms,Gram_Negative,Gram_Positive,Potentially_Pathogenic,Stress_Tolerant,Oxygen_Preference,Gram_Status
EU761977.1.1354,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ803843.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU764777.1.1354,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HQ751097.1.1427,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ800612.1.1369,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU774068.1.1354,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ802781.1.1375,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ800811.1.1374,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ802792.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ801413.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ809383.1.1358,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HQ748444.1.1445,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ799943.1.1381,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804468.1.1398,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ800723.1.1376,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JX224998.1.1366,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ807602.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804823.1.1392,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ809914.1.1387,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU774765.1.1436,1,0,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
EU764848.1.1338,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ800855.1.1428,0,1,0.012931034,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ802183.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804246.1.1386,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU762705.1.1383,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ803863.1.1389,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU762737.1.1351,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ802384.1.1390,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ803312.1.1370,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU762110.1.1352,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU774182.1.1374,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ800999.1.1400,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ804789.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ802558.1.1392,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804167.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ806050.1.1392,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU762941.1.1355,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ800164.1.1390,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EU774291.1.1379,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU762611.1.1382,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU774329.1.1381,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ806064.1.1391,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU774052.1.1370,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ803905.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU774130.1.1390,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ802062.1.1394,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU773506.1.1392,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ802648.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ805758.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ805771.1.1372,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ801509.1.1373,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ815544.1.1428,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ805067.1.1391,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU762927.1.1339,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ807742.1.1409,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
HQ763641.1.1439,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ805773.1.1385,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ802092.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ808389.1.1390,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ805853.1.1381,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ803465.1.1359,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ805115.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804232.1.1393,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU772387.1.1394,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ804504.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804879.1.1392,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ806781.1.1375,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ804522.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ802278.1.1374,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ805250.1.1355,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU773952.1.1367,0,1,0.004310345,0,0.0,0,1,0.0,0.0,Anaerobic,Gram_Positive
DQ805223.1.1378,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ804242.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ815397.1.1441,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ801786.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ803685.1.1392,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ803789.1.1387,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU763017.1.1357,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ807068.1.1375,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ802613.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ806930.1.1364,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ805726.1.1392,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU768072.1.1354,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ802799.1.1396,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ803842.1.1395,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ804949.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU764516.1.1342,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ803760.1.1425,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ804002.1.1379,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU766228.1.1340,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ805809.1.1384,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ808602.1.1374,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804752.1.1383,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU774312.1.1367,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ804092.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ807487.1.1373,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU763056.1.1356,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804834.1.1384,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU765284.1.1347,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU772432.1.1391,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ807174.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ807261.1.1394,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ805897.1.1389,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
HQ760680.1.1433,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU763002.1.1352,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ803357.1.1373,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU775505.1.1375,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EU775469.1.1374,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EU765029.1.1355,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU778456.1.1401,0,0,0.215517241,1,0.088235294,1,0,0.211678832,0.423728814,Facultatively_Anaerobic,Gram_Negative
EU764190.1.1339,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU775667.1.1374,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU775323.1.1370,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU778539.1.1385,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ805491.1.1388,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EU763266.1.1355,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU762861.1.1355,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ803681.1.1388,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU765012.1.1341,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU761698.1.1355,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ801678.1.1363,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ804910.1.1397,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU763850.1.1333,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU765960.1.1360,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU768351.1.1361,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU767269.1.1364,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ823829.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804005.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU766143.1.1339,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU766012.1.1354,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ808199.1.1391,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU776909.1.1384,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ803891.1.1390,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ808021.1.1420,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU763365.1.1358,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU766191.1.1342,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU764628.1.1356,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU764208.1.1348,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804030.1.1394,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ809224.1.1392,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804967.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ805269.1.1394,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ805581.1.1367,0,1,0.00862069,0,0.029411765,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
HQ754554.1.1381,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU767325.1.1343,0,0,0.004310345,0,0.0,1,0,0.0,0.0,,Gram_Negative
DQ807043.1.1391,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ824134.1.1392,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ808315.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU764029.1.1357,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU765423.1.1359,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU765955.1.1345,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU766348.1.1340,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ808233.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ805062.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU767428.1.1330,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU763249.1.1352,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ805106.1.1370,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ807270.1.1369,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ806573.1.1391,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ809452.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HQ758186.1.1437,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU766580.1.1327,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ803490.1.1377,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU775341.1.1360,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ805422.1.1369,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU762257.1.1356,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ805103.1.1354,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU765868.1.1361,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ806797.1.1378,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU762911.1.1356,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ802372.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ808558.1.1369,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU774346.1.1337,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU777529.1.1379,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU764163.1.1360,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU762242.1.1349,0,1,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ810151.1.1392,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU764670.1.1329,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU766185.1.1356,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ807367.1.1388,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ806737.1.1376,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU762271.1.1355,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU771914.1.1357,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804153.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ805753.1.1384,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ805288.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU774196.1.1387,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ803881.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804915.1.1394,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU762245.1.1354,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ803886.1.1392,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ807171.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804930.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ805085.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804960.1.1387,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ804977.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU763050.1.1359,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ806965.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HQ756791.1.1416,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU778592.1.1390,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU762783.1.1342,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ808891.1.1387,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804317.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ807378.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ809171.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ807460.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU771594.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ825093.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ805347.1.1394,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ807585.1.1392,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU772329.1.1373,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU763952.1.1335,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU778211.1.1382,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ803510.1.1401,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU767540.1.1351,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ805471.1.1391,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
HQ766843.1.1436,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ808072.1.1377,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ809148.1.1387,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU765827.1.1360,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU767688.1.1351,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804817.1.1382,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ805401.1.1398,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ807700.1.1387,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ808411.1.1392,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ807421.1.1385,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ806772.1.1391,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU771905.1.1394,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ805601.1.1393,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ806642.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ823952.1.1376,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU767058.1.1390,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ824166.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ809542.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ804777.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ805774.1.1388,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ806641.1.1394,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU775386.1.1371,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU767376.1.1347,0,1,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ819155.1.1494,0,0,0.784482759,1,0.529411765,1,0,0.795620438,1.084745763,Facultatively_Anaerobic,Gram_Negative
DQ808236.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU765988.1.1359,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU765926.1.1348,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ807792.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
