query_id,refer_id,identity,alignment_length,mismatches,gap_openings,q.start,q.end,s.start,s.end,e-value,bit_score,length,coverage,refer,genome_id
AJ243791.1.1423,16S_rRNA::NZ_DS999580.1:236-1772(+),99.9,1423,0,1,1,1423,1,1536,-1,0,1423,1.0,NZ_DS999580.1,GCF_000159035.1_genomic
HE586270.1.1301,16S_rRNA::NZ_GG667536.1:76-1591(+),99.9,1302,0,1,1,1301,1,1515,-1,0,1301,1.0007686395080708,NZ_GG667536.1,GCF_000159135.1_genomic
HM340973.1.1345,16S_rRNA::NZ_CM000955.1:263856-265375(-),99.0,1348,10,3,1,1345,1,1519,-1,0,1345,1.0022304832713755,NZ_CM000955.1,GCF_000159695.1_genomic
HM308648.1.1374,16S_rRNA::NZ_KI535341.1:179995-181547(-),99.1,1376,9,3,1,1374,1,1552,-1,0,1374,1.0014556040756915,NZ_KI535341.1,GCF_000160075.2_genomic
ACIP02000003.114175.115697,16S_rRNA::NZ_GG665866.1:1488536-1490067(+),100.0,1523,0,0,1,1523,1,1531,-1,0,1523,1.0,NZ_GG665866.1,GCF_000160115.1_genomic
ACKS01000100.344.1864,16S_rRNA::NZ_GG704785.1:339-1869(+),100.0,1521,0,0,1,1521,1,1530,-1,0,1521,1.0,NZ_GG704785.1,GCF_000160535.1_genomic
ACKT01000055.15.1310,16S_rRNA::NZ_GG749287.1:9-1310(-),100.0,1296,0,0,1,1296,1,1301,-1,0,1296,1.0,NZ_GG749287.1,GCF_000160555.1_genomic
ACLA01000028.1.1216,16S_rRNA::NZ_GG694009.1:3036-4253(-),100.0,1216,0,0,1,1216,1,1217,-1,0,1216,1.0,NZ_GG694009.1,GCF_000160695.1_genomic
KY867686.1.1313,16S_rRNA::NZ_GG668584.1:206-1745(+),99.3,1315,7,1,1,1313,1,1539,-1,0,1313,1.0015232292460015,NZ_GG668584.1,GCF_000160755.1_genomic
AJ292530.41.1371,16S_rRNA::NZ_GG698808.1:3798-5370(-),99.5,1331,7,0,1,1331,1,1572,-1,0,1331,1.0,NZ_GG698808.1,GCF_000161935.1_genomic
JF161681.1.1371,16S_rRNA::NZ_KI391971.1:413607-415154(+),99.4,1372,6,2,1,1371,1,1547,-1,0,1371,1.00072939460248,NZ_KI391971.1,GCF_000162475.2_genomic
ACUX02000006.1.1301,16S_rRNA::NZ_GG700630.1:574014-575318(-),100.0,1301,0,0,1,1301,1,1304,-1,0,1301,1.0,NZ_GG700630.1,GCF_000162875.1_genomic
HM328994.1.1359,16S_rRNA::NC_022124.1:39608-41133(+),99.7,1359,4,0,1,1359,1,1525,-1,0,1359,1.0,NC_022124.1,GCF_000163055.2_genomic
AJ006962.1.1476,16S_rRNA::NC_016630.1:719672-721203(-),100.0,1476,0,0,1,1476,1,1531,-1,0,1476,1.0,NC_016630.1,GCF_000163895.2_genomic
AB006127.1.1290,16S_rRNA::NC_015678.1:4655-6201(+),100.0,1290,0,0,1,1290,1,1546,-1,0,1290,1.0,NC_015678.1,GCF_000164675.2_genomic
AF473834.1.1411,16S_rRNA::NZ_GL538193.1:49-1604(+),99.8,1411,2,1,1,1411,1,1555,-1,0,1411,1.0,NZ_GL538193.1,GCF_000165735.1_genomic
EU463949.1.1313,16S_rRNA::NZ_AEMI01000043.1:3535-5082(-),99.2,1313,6,5,1,1313,1,1547,-1,0,1313,1.0,NZ_AEMI01000043.1,GCF_000166715.1_genomic
AF073448.1.1435,16S_rRNA::NZ_AAYN02000002.1:147931-149439(+),100.0,1435,0,0,1,1435,1,1508,-1,0,1435,1.0,NZ_AAYN02000002.1,GCF_000169535.1_genomic
ABJL02000007.1225076.1226586,16S_rRNA::NZ_ABJL02000007.1:1225071-1226590(+),100.0,1511,0,0,1,1511,1,1519,-1,0,1511,1.0,NZ_ABJL02000007.1,GCF_000172175.1_genomic
ACFE01000007.338.1763,16S_rRNA::NZ_ACFE01000007.1:315-1825(+),100.0,1426,0,0,1,1426,1,1510,-1,0,1426,1.0,NZ_ACFE01000007.1,GCF_000174015.1_genomic
AJ247194.1.1416,16S_rRNA::NC_014816.1:553104-554562(+),100.0,1416,0,0,1,1416,1,1458,-1,0,1416,1.0,NC_014816.1,GCF_000175215.2_genomic
KF465016.1.1275,16S_rRNA::NC_015138.1:4883825-4885350(-),99.1,1275,11,1,1,1275,1,1525,-1,0,1275,1.0,NC_015138.1,GCF_000176855.2_genomic
ADFR01000011.3460.4852,16S_rRNA::NZ_ADFR01000011.1:3332-4854(-),100.0,1393,0,0,1,1393,1,1522,-1,0,1393,1.0,NZ_ADFR01000011.1,GCF_000177375.1_genomic
CP002189.629612.631222,16S_rRNA::NC_014909.2:629607-631225(-),100.0,1611,0,0,1,1611,1,1618,-1,0,1611,1.0,NC_014909.2,GCF_000185985.2_genomic
AY281078.1.1430,16S_rRNA::NZ_GL732452.1:3346-4892(-),99.9,1430,1,0,1,1430,1,1546,-1,0,1430,1.0,NZ_GL732452.1,GCF_000187505.1_genomic
EU156772.1.1329,16S_rRNA::NZ_GL732464.1:3346-4888(-),100.0,1329,0,0,1,1329,1,1542,-1,0,1329,1.0,NZ_GL732464.1,GCF_000187585.1_genomic
ABQC02000019.758957.760260,16S_rRNA::NZ_DS990130.1:758952-760260(+),100.0,1304,0,0,1,1304,1,1308,-1,0,1304,1.0,NZ_DS990130.1,GCF_000187895.1_genomic
AB490811.1.1610,16S_rRNA::NZ_GL830850.1:87-1743(-),99.9,1610,1,0,1,1610,1,1656,-1,0,1610,1.0,NZ_GL830850.1,GCF_000188175.1_genomic
AB490810.1.1469,16S_rRNA::NZ_GL830965.1:57-1572(-),99.9,1470,0,1,1,1469,1,1515,-1,0,1469,1.0006807351940095,NZ_GL830965.1,GCF_000188195.1_genomic
CP002544.1477119.1478630,16S_rRNA::NC_015160.1:1477114-1478634(-),100.0,1512,0,0,1,1512,1,1520,-1,0,1512,1.0,NC_015160.1,GCF_000190535.1_genomic
AB182483.1.1494,16S_rRNA::NZ_GL872289.1:69-1598(-),99.9,1494,1,0,1,1494,1,1529,-1,0,1494,1.0,NZ_GL872289.1,GCF_000191065.1_genomic
ADBC01000153.367.1631,16S_rRNA::NZ_AEZI02000002.1:282281-283818(+),99.4,1265,6,1,1,1265,1,1537,-1,0,1265,1.0,NZ_AEZI02000002.1,GCF_000194175.1_genomic
AF473837.1.1440,16S_rRNA::NZ_GL878521.1:147-1711(+),100.0,1440,0,0,1,1440,1,1564,-1,0,1440,1.0,NZ_GL878521.1,GCF_000194985.1_genomic
CP002631.1129479.1131009,16S_rRNA::NC_015385.1:1129474-1131014(+),100.0,1531,0,0,1,1531,1,1540,-1,0,1531,1.0,NC_015385.1,GCF_000195275.1_genomic
BX294149.206764.208278,16S_rRNA::NC_005027.1:5076960-5078492(-),100.0,1515,0,0,1,1515,1,1532,-1,0,1515,1.0,NC_005027.1,GCF_000196115.1_genomic
Y13038.1.1473,16S_rRNA::NC_008025.1:2360345-2361851(-),99.7,1473,4,0,1,1473,1,1506,-1,0,1473,1.0,NC_008025.1,GCF_000196275.1_genomic
AF231131.1.1494,16S_rRNA::NC_014319.1:1438274-1439821(-),100.0,1494,0,0,1,1494,1,1547,-1,0,1494,1.0,NC_014319.1,GCF_000196855.1_genomic
AB331897.1.1481,16S_rRNA::NZ_GL883815.1:11-1537(+),100.0,1481,0,0,1,1481,1,1526,-1,0,1481,1.0,NZ_GL883815.1,GCF_000205165.1_genomic
GQ897735.1.1465,16S_rRNA::NC_021039.1:65915-67419(+),99.5,1465,8,0,1,1465,1,1504,-1,0,1465,1.0,NC_021039.1,GCF_000210095.1_genomic
FJ792537.1.1368,16S_rRNA::NC_015501.1:744991-746517(+),99.9,1368,2,0,1,1368,1,1526,-1,0,1368,1.0,NC_015501.1,GCF_000212375.1_genomic
AB200414.1.1491,16S_rRNA::NZ_GL945017.1:2441077-2442604(-),99.9,1491,1,0,1,1491,1,1527,-1,0,1491,1.0,NZ_GL945017.1,GCF_000218235.1_genomic
KC796791.1.1216,16S_rRNA::NC_015740.1:1648846-1650378(+),100.0,1216,0,0,1,1216,1,1532,-1,0,1216,1.0,NC_015740.1,GCF_000219605.1_genomic
HM318500.1.1364,16S_rRNA::NZ_AFQV01000011.1:13660-15202(+),99.1,1368,7,5,1,1364,1,1542,-1,0,1364,1.002932551319648,NZ_AFQV01000011.1,GCF_000220085.1_genomic
AB547703.1.1492,16S_rRNA::NZ_GL982518.1:111-1638(-),99.9,1492,1,0,1,1492,1,1527,-1,0,1492,1.0,NZ_GL982518.1,GCF_000220255.1_genomic
EU156757.1.1329,16S_rRNA::NZ_AFUE01000006.1:423821-425364(-),100.0,1329,0,0,1,1329,1,1543,-1,0,1329,1.0,NZ_AFUE01000006.1,GCF_000222765.1_genomic
FJ372349.1.1359,16S_rRNA::NC_015977.1:625892-627420(+),99.0,1359,13,0,1,1359,1,1528,-1,0,1359,1.0,NC_015977.1,GCF_000225345.1_genomic
EU709017.1.1408,16S_rRNA::NC_016078.1:2866060-2867543(-),99.8,1408,3,0,1,1408,1,1483,-1,0,1408,1.0,NC_016078.1,GCF_000230555.1_genomic
X87152.1.1478,16S_rRNA::NZ_JH378846.1:4407-5932(-),99.9,1479,0,1,1,1478,1,1525,-1,0,1478,1.0006765899864682,NZ_JH378846.1,GCF_000235445.1_genomic
ADLN01000129.202.1639,16S_rRNA::NZ_JH379032.1:198-1641(+),100.0,1438,0,0,1,1438,1,1443,-1,0,1438,1.0,NZ_JH379032.1,GCF_000235505.1_genomic
JF824809.1.1341,16S_rRNA::NZ_HE611021.1:15-1523(+),99.8,1342,2,1,1,1341,1,1508,-1,0,1341,1.0007457121551082,NZ_HE611021.1,GCF_000236865.1_genomic
EF436500.1.1394,16S_rRNA::NZ_CM001376.1:93938-95466(+),100.0,1394,0,0,1,1394,1,1528,-1,0,1394,1.0,NZ_CM001376.1,GCF_000237805.1_genomic
AJ621555.1.1472,16S_rRNA::NC_016605.1:58381-59955(+),99.5,1472,6,1,1,1472,1,1574,-1,0,1472,1.0,NC_016605.1,GCF_000237995.1_genomic
HM120210.1.1395,16S_rRNA::NZ_KE148312.1:7538-9058(+),99.9,1395,0,1,1,1395,1,1520,-1,0,1395,1.0,NZ_KE148312.1,GCF_000238055.2_genomic
HM120211.1.1436,16S_rRNA::NZ_JH414508.1:5-1525(+),99.9,1436,1,0,1,1436,1,1520,-1,0,1436,1.0,NZ_JH414508.1,GCF_000238075.1_genomic
AFZE01000039.3843.5359,16S_rRNA::NZ_JH414580.1:3837-5363(-),100.0,1517,0,0,1,1517,1,1526,-1,0,1517,1.0,NZ_JH414580.1,GCF_000238115.1_genomic
JF506644.1.1364,16S_rRNA::NZ_AFNK01000005.1:45-1583(-),99.9,1364,2,0,1,1364,1,1538,-1,0,1364,1.0,NZ_AFNK01000005.1,GCF_000238795.1_genomic
AJ540309.1.1413,16S_rRNA::NZ_JH470342.1:4069-5603(-),99.6,1413,4,1,1,1413,1,1534,-1,0,1413,1.0,NZ_JH470342.1,GCF_000239695.1_genomic
HM120209.1.1377,16S_rRNA::NZ_JH590864.1:278824-280352(+),99.9,1377,2,0,1,1377,1,1528,-1,0,1377,1.0,NZ_JH590864.1,GCF_000242235.1_genomic
AB370249.1.1521,16S_rRNA::NZ_JH591187.1:1105008-1106574(-),99.9,1521,2,0,1,1521,1,1566,-1,0,1521,1.0,NZ_JH591187.1,GCF_000242435.1_genomic
AB547648.1.1487,16S_rRNA::NZ_JH594598.1:284341-285863(-),99.7,1487,5,0,1,1487,1,1522,-1,0,1487,1.0,NZ_JH594598.1,GCF_000243215.1_genomic
AF372092.1.1341,16S_rRNA::NZ_AINS01000034.1:435-1945(+),100.0,1341,0,0,1,1341,1,1510,-1,0,1341,1.0,NZ_AINS01000034.1,GCF_000254135.1_genomic
AJVZ01000001.43924.45432,16S_rRNA::NZ_JH660658.1:43919-45444(+),100.0,1509,0,0,1,1509,1,1525,-1,0,1509,1.0,NZ_JH660658.1,GCF_000262545.1_genomic
CP003274.119147.120561,16S_rRNA::NC_018011.1:119055-120576(-),100.0,1415,0,0,1,1415,1,1521,-1,0,1415,1.0,NC_018011.1,GCF_000265365.1_genomic
AY278626.1.1462,16S_rRNA::NZ_AKCI01000001.1:351580-353115(+),99.9,1463,0,2,1,1462,1,1535,-1,0,1462,1.0006839945280437,NZ_AKCI01000001.1,GCF_000269605.1_genomic
D86184.1.1515,16S_rRNA::NC_017219.1:960843-962366(+),99.7,1515,4,0,1,1515,1,1523,-1,0,1515,1.0,NC_017219.1,GCF_000269965.1_genomic
AP012211.1087525.1089021,16S_rRNA::NC_015738.1:976969-978474(+),100.0,1497,0,0,1,1497,1,1505,-1,0,1497,1.0,NC_015738.1,GCF_000270285.1_genomic
EU484334.1.1464,16S_rRNA::NZ_JH806635.1:23-1562(+),100.0,1464,0,0,1,1464,1,1539,-1,0,1464,1.0,NZ_JH806635.1,GCF_000295095.1_genomic
GQ010274.1.1353,16S_rRNA::NZ_JH815185.1:2302743-2304272(+),99.3,1353,9,0,1,1353,1,1529,-1,0,1353,1.0,NZ_JH815185.1,GCF_000296385.1_genomic
AB490806.1.1463,16S_rRNA::NZ_JH815198.1:519526-521033(+),100.0,1463,0,0,1,1463,1,1507,-1,0,1463,1.0,NZ_JH815198.1,GCF_000296445.1_genomic
FJ505173.1.1385,16S_rRNA::NZ_JH815206.1:1587-3115(-),99.1,1386,12,1,1,1385,1,1528,-1,0,1385,1.0007220216606498,NZ_JH815206.1,GCF_000296465.1_genomic
X78720.1.1453,16S_rRNA::NZ_JH815208.1:1607-3146(-),99.9,1453,1,0,1,1453,1,1539,-1,0,1453,1.0,NZ_JH815208.1,GCF_000296505.1_genomic
EU531953.1.1427,16S_rRNA::NZ_JH815514.1:414311-415842(+),99.1,1430,9,4,1,1427,1,1531,-1,0,1427,1.0021023125437982,NZ_JH815514.1,GCF_000297775.1_genomic
AF109792.1.1461,16S_rRNA::NZ_BAHD01000131.1:118-1635(+),99.2,1462,11,1,1,1461,1,1517,-1,0,1461,1.000684462696783,NZ_BAHD01000131.1,GCF_000298215.1_genomic
GU471247.1.1504,16S_rRNA::NZ_AMRG01000037.1:362-1899(-),99.9,1504,1,0,1,1504,1,1537,-1,0,1504,1.0,NZ_AMRG01000037.1,GCF_000299895.1_genomic
EU928746.1.1484,16S_rRNA::NZ_AMSG01000057.1:0-1505(-),100.0,1484,0,0,1,1484,1,1505,-1,0,1484,1.0,NZ_AMSG01000057.1,GCF_000300875.1_genomic
AGZE01000001.1.1322,16S_rRNA::NZ_JH932300.1:253177-254726(+),100.0,1322,0,0,1,1322,1,1549,-1,0,1322,1.0,NZ_JH932300.1,GCF_000301055.1_genomic
JF750939.1.1409,16S_rRNA::NZ_DF158903.1:281-1809(+),99.4,1410,7,1,1,1409,1,1528,-1,0,1409,1.000709723207949,NZ_DF158903.1,GCF_000307265.1_genomic
CAGY01000009.11.1531,16S_rRNA::NZ_CAGY01000009.1:6-1544(+),100.0,1521,0,0,1,1521,1,1538,-1,0,1521,1.0,NZ_CAGY01000009.1,GCF_000308055.1_genomic
EU483153.1.1362,16S_rRNA::NZ_HG529490.1:334199-335721(+),99.5,1362,7,0,1,1362,1,1522,-1,0,1362,1.0,NZ_HG529490.1,GCF_000308275.2_genomic
JN837493.1.1464,16S_rRNA::NZ_HE978576.1:3750-5251(-),99.5,1465,3,3,1,1464,1,1501,-1,0,1464,1.0006830601092895,NZ_HE978576.1,GCF_000311845.1_genomic
CAHB01000032.96.1603,16S_rRNA::NZ_HE978584.1:91-1616(+),100.0,1508,0,0,1,1508,1,1525,-1,0,1508,1.0,NZ_HE978584.1,GCF_000311865.1_genomic
JF824807.1.1499,16S_rRNA::NZ_HE578936.1:3368-4899(-),99.7,1499,4,0,1,1499,1,1531,-1,0,1499,1.0,NZ_HE578936.1,GCF_000313565.1_genomic
JF193794.1.1368,16S_rRNA::NZ_KB373315.1:407368-408914(+),99.3,1369,9,1,1,1368,1,1546,-1,0,1368,1.0007309941520468,NZ_KB373315.1,GCF_000314795.2_genomic
JF810080.1.1222,16S_rRNA::NC_019695.1:5559711-5561200(+),100.0,1222,0,0,1,1222,1,1489,-1,0,1222,1.0,NC_019695.1,GCF_000317125.1_genomic
GQ031841.1.1347,16S_rRNA::NZ_CAEK01000023.1:33-1555(-),99.3,1347,9,0,1,1347,1,1522,-1,0,1347,1.0,NZ_CAEK01000023.1,GCF_000321005.1_genomic
GU938835.1.1463,16S_rRNA::NZ_HE610720.1:3532-5053(-),99.7,1463,4,1,1,1463,1,1521,-1,0,1463,1.0,NZ_HE610720.1,GCF_000321025.1_genomic
CALK01000057.3384.4901,16S_rRNA::NZ_HE998574.1:3370-4905(-),100.0,1518,0,0,1,1518,1,1535,-1,0,1518,1.0,NZ_HE998574.1,GCF_000327285.1_genomic
AGEJ01000013.153803.155242,16S_rRNA::NZ_KB446647.1:1-1446(+),100.0,1440,0,0,1,1440,1,1445,-1,0,1440,1.0,NZ_KB446647.1,GCF_000340375.1_genomic
X82053.1.1322,16S_rRNA::NC_020506.1:101072-102593(+),100.0,1322,0,0,1,1322,1,1521,-1,0,1322,1.0,NC_020506.1,GCF_000344785.1_genomic
JQ638581.1.1507,16S_rRNA::NZ_KB849212.1:908263-909795(-),99.5,1507,7,0,1,1507,1,1532,-1,0,1507,1.0,NZ_KB849212.1,GCF_000368025.1_genomic
APON01000042.130541.131744,16S_rRNA::NZ_KB849230.1:1719-3252(-),100.0,1204,0,0,1,1204,1,1533,-1,0,1204,1.0,NZ_KB849230.1,GCF_000368045.1_genomic
APRQ01000025.1.1216,16S_rRNA::NZ_KB849575.1:910672-912205(+),99.8,1216,3,0,1,1216,1,1533,-1,0,1216,1.0,NZ_KB849575.1,GCF_000368625.1_genomic
APQG01000021.1.1300,16S_rRNA::NZ_KB849755.1:1671530-1672833(-),100.0,1300,0,0,1,1300,1,1303,-1,0,1300,1.0,NZ_KB849755.1,GCF_000368925.1_genomic
AJ420197.1.1444,16S_rRNA::NZ_AQVD01000010.1:750-2304(-),100.0,1444,0,0,1,1444,1,1554,-1,0,1444,1.0,NZ_AQVD01000010.1,GCF_000372425.1_genomic
EF441948.1.1209,16S_rRNA::NZ_APMP01000051.1:348-1828(+),99.3,1210,8,1,1,1209,1,1480,-1,0,1209,1.0008271298593878,NZ_APMP01000051.1,GCF_000372645.1_genomic
AM398646.1.1476,16S_rRNA::NZ_KB903241.1:52-1578(-),99.1,1478,12,2,1,1476,1,1526,-1,0,1476,1.0013550135501355,NZ_KB903241.1,GCF_000379625.1_genomic
AQHX01000018.1891.3401,16S_rRNA::NZ_KB905466.1:3076251-3077770(+),100.0,1511,0,0,1,1511,1,1519,-1,0,1511,1.0,NZ_KB905466.1,GCF_000381365.1_genomic
EF098031.1.1281,16S_rRNA::NZ_KE159646.1:2677310-2678817(+),99.4,1282,6,2,1,1281,1,1507,-1,0,1281,1.0007806401249024,NZ_KE159646.1,GCF_000403355.2_genomic
ARDE01000044.40.1291,16S_rRNA::NZ_KE136350.1:249608-251165(+),100.0,1252,0,0,1,1252,1,1557,-1,0,1252,1.0,NZ_KE136350.1,GCF_000406925.1_genomic
Y18274.1.1429,16S_rRNA::NZ_KE136362.1:630303-631859(+),99.9,1429,2,0,1,1429,1,1556,-1,0,1429,1.0,NZ_KE136362.1,GCF_000406965.1_genomic
ASVV01000008.1.1273,16S_rRNA::NZ_KE136478.1:0-1278(+),100.0,1273,0,0,1,1273,1,1278,-1,0,1273,1.0,NZ_KE136478.1,GCF_000407145.1_genomic
AY033815.1.1294,16S_rRNA::NZ_ASWD01000005.1:370412-371969(-),99.8,1295,1,1,1,1294,1,1557,-1,0,1294,1.000772797527048,NZ_ASWD01000005.1,GCF_000407485.1_genomic
AY033814.1.1295,16S_rRNA::NZ_ASWH01000001.1:2752863-2754419(-),100.0,1295,0,0,1,1295,1,1556,-1,0,1295,1.0,NZ_ASWH01000001.1,GCF_000407545.1_genomic
Y18355.1.1409,16S_rRNA::NZ_ASWI01000003.1:491697-493254(+),100.0,1409,0,0,1,1409,1,1557,-1,0,1409,1.0,NZ_ASWI01000003.1,GCF_000407565.1_genomic
FJ185225.1.1409,16S_rRNA::NZ_KE150446.1:1461914-1463438(-),99.8,1409,3,0,1,1409,1,1524,-1,0,1409,1.0,NZ_KE150446.1,GCF_000411375.1_genomic
AP010969.19547.20881,16S_rRNA::NZ_ATFK01000001.1:203-1756(+),100.0,1335,0,0,1,1335,1,1553,-1,0,1335,1.0,NZ_ATFK01000001.1,GCF_000413475.1_genomic
ATUT01000005.67070.68591,16S_rRNA::NZ_ATUT01000005.1:67056-68595(-),100.0,1522,0,0,1,1522,1,1539,-1,0,1522,1.0,NZ_ATUT01000005.1,GCF_000420345.1_genomic
AM419461.1.1482,16S_rRNA::NZ_ATVB01000039.1:304-1830(-),100.0,1482,0,0,1,1482,1,1526,-1,0,1482,1.0,NZ_ATVB01000039.1,GCF_000420505.1_genomic
EU539331.1.1400,16S_rRNA::NC_021741.1:4081353-4082892(-),99.0,1400,14,0,1,1400,1,1539,-1,0,1400,1.0,NC_021741.1,GCF_000422085.1_genomic
ATXW01000003.334809.336317,16S_rRNA::NZ_KE386488.1:1672685-1674211(+),100.0,1509,0,0,1,1509,1,1526,-1,0,1509,1.0,NZ_KE386488.1,GCF_000427365.1_genomic
ET632854.1.1312,16S_rRNA::NZ_KI260562.1:106-1650(+),99.7,1312,2,1,1,1312,1,1544,-1,0,1312,1.0,NZ_KI260562.1,GCF_000468055.1_genomic
U16147.37.1417,16S_rRNA::NC_022571.1:4911365-4912876(-),100.0,1381,0,0,1,1381,1,1511,-1,0,1381,1.0,NC_022571.1,GCF_000473995.1_genomic
AP013105.452097.453554,16S_rRNA::NC_022567.1:452093-453597(+),100.0,1458,0,0,1,1458,1,1504,-1,0,1458,1.0,NC_022567.1,GCF_000478885.1_genomic
AB547668.1.1490,16S_rRNA::NZ_AXVC01000022.1:100887-102413(+),99.7,1490,4,0,1,1490,1,1526,-1,0,1490,1.0,NZ_AXVC01000022.1,GCF_000482365.1_genomic
FN297835.1.1455,16S_rRNA::NZ_AWXZ01000027.1:3814-5300(-),100.0,1455,0,0,1,1455,1,1486,-1,0,1455,1.0,NZ_AWXZ01000027.1,GCF_000496075.1_genomic
AB006125.1.1294,16S_rRNA::NZ_KI669404.1:134231-135775(+),99.2,1298,3,7,1,1294,1,1544,-1,0,1294,1.0030911901081916,NZ_KI669404.1,GCF_000507765.1_genomic
AB267809.1.1461,16S_rRNA::NZ_CP007034.1:2003599-2005127(+),99.8,1463,1,2,1,1461,1,1528,-1,0,1461,1.001368925393566,NZ_CP007034.1,GCF_000512915.1_genomic
CP003368.1374622.1376046,16S_rRNA::NZ_JADU01000053.1:95-1626(+),99.9,1425,2,0,1,1425,1,1531,-1,0,1425,1.0,NZ_JADU01000053.1,GCF_000518545.1_genomic
JN713280.1.1508,16S_rRNA::NZ_JALU01000029.1:21123-22638(+),99.9,1508,2,0,1,1508,1,1515,-1,0,1508,1.0,NZ_JALU01000029.1,GCF_000525775.1_genomic
HE586273.1.1306,16S_rRNA::NZ_CP004350.1:2635487-2637006(-),99.9,1307,0,1,1,1306,1,1519,-1,0,1306,1.0007656967840735,NZ_CP004350.1,GCF_000550785.1_genomic
KF068512.1.1332,16S_rRNA::NZ_JDFH01000003.1:118039-119548(+),99.4,1332,8,0,1,1332,1,1509,-1,0,1332,1.0,NZ_JDFH01000003.1,GCF_000564995.1_genomic
FJ557711.1.1373,16S_rRNA::NZ_JDFG01000039.1:18642-20151(-),99.1,1373,11,1,1,1373,1,1509,-1,0,1373,1.0,NZ_JDFG01000039.1,GCF_000565075.1_genomic
FPLM01006526.10.1505,16S_rRNA::NZ_CBYM010000082.1:27-1540(+),99.6,1496,6,0,1,1496,1,1513,-1,0,1496,1.0,NZ_CBYM010000082.1,GCF_000577815.1_genomic
JQ388596.1.1363,16S_rRNA::NZ_HG917868.1:9438-10949(+),99.9,1363,1,0,1,1363,1,1511,-1,0,1363,1.0,NZ_HG917868.1,GCF_000577895.1_genomic
CU463952.1.1334,16S_rRNA::NZ_KK073872.1:1395314-1396829(+),99.8,1337,0,3,1,1334,1,1515,-1,0,1334,1.002248875562219,NZ_KK073872.1,GCF_000585335.1_genomic
X83955.1.1314,16S_rRNA::NC_022198.1:450090-451610(+),99.8,1314,2,0,1,1314,1,1520,-1,0,1314,1.0,NC_022198.1,GCF_000590555.1_genomic
AZHT01000085.231.1740,16S_rRNA::NZ_AZHT01000085.1:226-1753(+),100.0,1510,0,0,1,1510,1,1527,-1,0,1510,1.0,NZ_AZHT01000085.1,GCF_000599605.1_genomic
AB547682.1.1492,16S_rRNA::NZ_BAIS01000132.1:78-1605(+),99.9,1492,1,0,1,1492,1,1527,-1,0,1492,1.0,NZ_BAIS01000132.1,GCF_000613345.1_genomic
AJ005635.1.1447,16S_rRNA::NZ_BAIX01000079.1:11-1538(+),99.4,1448,6,3,1,1447,1,1527,-1,0,1447,1.0006910850034554,NZ_BAIX01000079.1,GCF_000613405.1_genomic
AB108825.1.1490,16S_rRNA::NZ_BAIZ01000113.1:183-1709(+),99.9,1490,1,0,1,1490,1,1526,-1,0,1490,1.0,NZ_BAIZ01000113.1,GCF_000613445.1_genomic
KF098801.1.1360,16S_rRNA::NZ_BAJQ01000092.1:255-1782(+),99.4,1360,8,0,1,1360,1,1527,-1,0,1360,1.0,NZ_BAJQ01000092.1,GCF_000613785.1_genomic
AB480534.1.1481,16S_rRNA::NZ_BAKF01000105.1:77-1603(-),99.9,1481,0,1,1,1481,1,1526,-1,0,1481,1.0,NZ_BAKF01000105.1,GCF_000614025.1_genomic
AB574480.1.1486,16S_rRNA::NZ_BAKK01000086.1:163-1683(+),99.9,1486,1,1,1,1486,1,1520,-1,0,1486,1.0,NZ_BAKK01000086.1,GCF_000614145.1_genomic
AJ243966.1.1459,16S_rRNA::NZ_JMLC01000050.1:102-1651(-),100.0,1459,0,0,1,1459,1,1549,-1,0,1459,1.0,NZ_JMLC01000050.1,GCF_000686605.1_genomic
DQ100445.1.1484,16S_rRNA::NZ_JMLH01000122.1:98-1620(+),99.8,1484,3,0,1,1484,1,1522,-1,0,1484,1.0,NZ_JMLH01000122.1,GCF_000686665.1_genomic
EU086805.1.1452,16S_rRNA::NZ_JIAG01000008.1:154003-155530(+),99.9,1452,0,1,1,1452,1,1527,-1,0,1452,1.0,NZ_JIAG01000008.1,GCF_000688395.1_genomic
EF187238.1.1370,16S_rRNA::NZ_CP006018.1:25117-26640(+),99.9,1370,0,1,1,1370,1,1523,-1,0,1370,1.0,NZ_CP006018.1,GCF_000706765.1_genomic
KC178609.1.1210,16S_rRNA::NZ_BBIS01000088.1:251-1783(+),100.0,1210,0,0,1,1210,1,1532,-1,0,1210,1.0,NZ_BBIS01000088.1,GCF_000730605.1_genomic
AJ441057.1.1482,16S_rRNA::NZ_CP008944.1:647300-648826(+),100.0,1482,0,0,1,1482,1,1526,-1,0,1482,1.0,NZ_CP008944.1,GCF_000732945.1_genomic
JNLG01000001.2768369.2769878,16S_rRNA::NZ_JPOF01000003.1:1496736-1498263(+),100.0,1510,0,0,1,1510,1,1527,-1,0,1510,1.0,NZ_JPOF01000003.1,GCF_000733755.1_genomic
AF129443.1.1436,16S_rRNA::NZ_JMPP01000074.1:46-1582(-),99.9,1436,1,0,1,1436,1,1536,-1,0,1436,1.0,NZ_JMPP01000074.1,GCF_000735435.1_genomic
AJ233437.1.1480,16S_rRNA::NZ_JMPR01000058.1:190-1727(+),99.9,1480,1,1,1,1480,1,1537,-1,0,1480,1.0,NZ_JMPR01000058.1,GCF_000735525.1_genomic
