	Aerobic	Anaerobic	Contains_Mobile_Elements	Facultatively_Anaerobic	Forms_Biofilms	Gram_Negative	Gram_Positive	Potentially_Pathogenic	Stress_Tolerant
DQ802668.1.1379	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804579.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ800354.1.1366	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ801404.1.1379	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ801788.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU771488.1.1370	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ802626.1.1382	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ799025.1.1391	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ799773.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ808600.1.1394	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ801522.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ801345.1.1391	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
HQ748587.1.1429	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ803197.1.1340	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ799898.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ810070.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HQ748518.1.1448	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ801670.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805157.1.1364	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU772874.1.1379	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ804952.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ800466.1.1362	0	1	0.00862069	0	0.0	0	1	0.00729927	0.016949153
DQ803427.1.1357	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ803942.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ801843.1.1391	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU768637.1.1351	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ805190.1.1375	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ803874.1.1387	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ801948.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ809477.1.1389	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ805224.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ803929.1.1374	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ802134.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HQ760509.1.1431	0	1	0.012931034	0	0.0	1	0	0.01459854	0.016949153
EU774378.1.1381	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ805202.1.1391	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ809088.1.1373	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ800296.1.1372	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ800516.1.1363	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804295.1.1391	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ801496.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ802094.1.1380	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU772359.1.1382	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804581.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804306.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU762024.1.1354	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ809190.1.1398	0	1	0.012931034	0	0.0	1	0	0.01459854	0.016949153
DQ804129.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU765919.1.1353	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU761977.1.1354	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ803843.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU764777.1.1354	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HQ751097.1.1427	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ800612.1.1369	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU774068.1.1354	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ802781.1.1375	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ800811.1.1374	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ802792.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ801413.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ809383.1.1358	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HQ748444.1.1445	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ799943.1.1381	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804468.1.1398	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ800723.1.1376	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
JX224998.1.1366	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ807602.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804823.1.1392	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ809914.1.1387	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU774765.1.1436	1	0	0.00862069	0	0.0	0	1	0.00729927	0.016949153
EU764848.1.1338	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ800855.1.1428	0	1	0.012931034	0	0.0	0	1	0.00729927	0.016949153
DQ802183.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804246.1.1386	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU762705.1.1383	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ803863.1.1389	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU762737.1.1351	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ802384.1.1390	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ803312.1.1370	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU762110.1.1352	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU774182.1.1374	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ800999.1.1400	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ804789.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ802558.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804167.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ806050.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU762941.1.1355	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ800164.1.1390	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU774291.1.1379	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU762611.1.1382	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU774329.1.1381	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ806064.1.1391	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU774052.1.1370	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ803905.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU774130.1.1390	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ802062.1.1394	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU773506.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ802648.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805758.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805771.1.1372	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ801509.1.1373	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ815544.1.1428	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ805067.1.1391	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU762927.1.1339	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ807742.1.1409	0	1	0.004310345	0	0.0	1	0	0.01459854	0.016949153
HQ763641.1.1439	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ805773.1.1385	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ802092.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ808389.1.1390	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ805853.1.1381	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ803465.1.1359	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805115.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804232.1.1393	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU772387.1.1394	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ804504.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804879.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ806781.1.1375	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ804522.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ802278.1.1374	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ805250.1.1355	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU773952.1.1367	0	1	0.004310345	0	0.0	0	1	0.0	0.0
DQ805223.1.1378	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ804242.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ815397.1.1441	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ801786.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ803685.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ803789.1.1387	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU763017.1.1357	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
DQ807068.1.1375	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ802613.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ806930.1.1364	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ805726.1.1392	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU768072.1.1354	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ802799.1.1396	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ803842.1.1395	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ804949.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU764516.1.1342	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ803760.1.1425	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ804002.1.1379	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU766228.1.1340	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ805809.1.1384	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ808602.1.1374	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804752.1.1383	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU774312.1.1367	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
DQ804092.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ807487.1.1373	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU763056.1.1356	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804834.1.1384	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
EU765284.1.1347	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU772432.1.1391	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ807174.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ807261.1.1394	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ805897.1.1389	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
HQ760680.1.1433	0	1	0.012931034	0	0.0	1	0	0.01459854	0.016949153
EU763002.1.1352	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ803357.1.1373	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU775505.1.1375	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU775469.1.1374	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU765029.1.1355	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU778456.1.1401	0	0	0.215517241	1	0.088235294	1	0	0.211678832	0.423728814
EU764190.1.1339	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU775667.1.1374	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU775323.1.1370	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU778539.1.1385	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ805491.1.1388	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU763266.1.1355	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU762861.1.1355	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ803681.1.1388	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
EU765012.1.1341	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU761698.1.1355	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ801678.1.1363	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ804910.1.1397	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU763850.1.1333	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU765960.1.1360	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU768351.1.1361	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU767269.1.1364	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
DQ823829.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804005.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU766143.1.1339	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU766012.1.1354	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ808199.1.1391	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU776909.1.1384	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ803891.1.1390	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ808021.1.1420	0	1	0.004310345	0	0.0	1	0	0.01459854	0.016949153
EU763365.1.1358	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU766191.1.1342	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU764628.1.1356	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU764208.1.1348	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804030.1.1394	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ809224.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804967.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805269.1.1394	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805581.1.1367	0	1	0.00862069	0	0.029411765	0	1	0.0	0.016949153
HQ754554.1.1381	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU767325.1.1343	0	0	0.004310345	0	0.0	1	0	0.0	0.0
DQ807043.1.1391	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ824134.1.1392	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ808315.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU764029.1.1357	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU765423.1.1359	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU765955.1.1345	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU766348.1.1340	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ808233.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805062.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU767428.1.1330	0	1	0.00862069	0	0.0	0	1	0.00729927	0.016949153
EU763249.1.1352	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ805106.1.1370	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ807270.1.1369	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ806573.1.1391	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ809452.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HQ758186.1.1437	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU766580.1.1327	0	1	0.00862069	0	0.0	0	1	0.00729927	0.016949153
DQ803490.1.1377	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU775341.1.1360	0	1	0.00862069	0	0.0	0	1	0.00729927	0.016949153
DQ805422.1.1369	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU762257.1.1356	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ805103.1.1354	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU765868.1.1361	0	1	0.012931034	0	0.0	1	0	0.01459854	0.016949153
DQ806797.1.1378	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU762911.1.1356	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ802372.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ808558.1.1369	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU774346.1.1337	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU777529.1.1379	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU764163.1.1360	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU762242.1.1349	0	1	0.004310345	0	0.029411765	0	1	0.00729927	0.016949153
DQ810151.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU764670.1.1329	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU766185.1.1356	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ807367.1.1388	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ806737.1.1376	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU762271.1.1355	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU771914.1.1357	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804153.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805753.1.1384	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805288.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU774196.1.1387	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ803881.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804915.1.1394	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU762245.1.1354	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ803886.1.1392	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ807171.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804930.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805085.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804960.1.1387	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ804977.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU763050.1.1359	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ806965.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HQ756791.1.1416	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
EU778592.1.1390	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU762783.1.1342	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ808891.1.1387	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804317.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ807378.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ809171.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ807460.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU771594.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ825093.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805347.1.1394	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ807585.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU772329.1.1373	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU763952.1.1335	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
EU778211.1.1382	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ803510.1.1401	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU767540.1.1351	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ805471.1.1391	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
HQ766843.1.1436	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ808072.1.1377	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ809148.1.1387	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU765827.1.1360	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU767688.1.1351	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804817.1.1382	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ805401.1.1398	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ807700.1.1387	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ808411.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ807421.1.1385	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ806772.1.1391	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU771905.1.1394	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ805601.1.1393	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ806642.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ823952.1.1376	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU767058.1.1390	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ824166.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ809542.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ804777.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805774.1.1388	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ806641.1.1394	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU775386.1.1371	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU767376.1.1347	0	1	0.004310345	0	0.029411765	0	1	0.00729927	0.016949153
DQ819155.1.1494	0	0	0.784482759	1	0.529411765	1	0	0.795620438	1.084745763
DQ808236.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU765988.1.1359	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU765926.1.1348	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ807792.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU768043.1.1334	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU764421.1.1355	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ808228.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HQ761111.1.1436	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU764833.1.1343	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ824345.1.1384	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ807567.1.1389	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ808480.1.1376	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ805650.1.1385	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU765795.1.1338	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ808607.1.1398	0	1	0.012931034	0	0.0	1	0	0.01459854	0.016949153
EU764897.1.1361	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
DQ804066.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ807370.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ805440.1.1391	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
HQ759823.1.1433	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU767971.1.1351	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ807327.1.1386	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HQ754428.1.1369	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ806715.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ806506.1.1388	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU764013.1.1349	0	1	0.004310345	0	0.029411765	0	1	0.00729927	0.016949153
DQ807396.1.1377	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ807770.1.1395	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ806030.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ824398.1.1385	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ806058.1.1387	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ808581.1.1374	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ806658.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ808223.1.1387	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ807219.1.1385	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ824213.1.1393	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU775368.1.1348	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ808263.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ808703.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ807186.1.1396	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
