"","results.valid_p","q_value","LR_stat","ko","ko_descript"
"1526",0.992179766106388,1,69.059378616664,"K18332","hndD; NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]"
"1527",0.992221249290413,1,69.0380683343651,"K19222","menI, DHNAT; 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]"
"1528",0.99222902746579,1,69.034061992745,"K02529","galR; LacI family transcriptional regulator, galactose operon repressor"
"1529",0.992233956634784,1,69.0315213581226,"K07038","K07038; inner membrane protein"
"1530",0.992236338462476,1,69.0302932105392,"K00275","pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"
"1531",0.992364256416598,1,68.9638647426547,"K02199","ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE"
"1532",0.9924139466231,1,68.9378079156265,"K01524","ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]"
"1533",0.992437092645046,1,68.9256214554997,"K00180","iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]"
"1534",0.992561222796641,1,68.8597261778731,"K15974","emrR, mprA; MarR family transcriptional regulator, negative regulator of the multidrug operon emrRAB"
"1535",0.992649832595124,1,68.8121188373266,"K09167","K09167; uncharacterized protein"
"1536",0.99270910099202,1,68.7800053962992,"K09705","K09705; uncharacterized protein"
"1537",0.992715378718911,1,68.77659107106,"K00868","pdxK, pdxY; pyridoxine kinase [EC:2.7.1.35]"
"1538",0.992774545544544,1,68.7442891480086,"K09692","tagG; teichoic acid transport system permease protein"
"1539",0.99304875992974,1,68.5916077867583,"K02851","wecA, tagO, rfe; UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]"
"1540",0.993340109728458,1,68.4237147238675,"K01069","gloB, gloC, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]"
"1541",0.993358213906028,1,68.4130787392531,"K03306","TC.PIT; inorganic phosphate transporter, PiT family"
"1542",0.99346408534206,1,68.3503855223183,"K01155","E3.1.21.4; type II restriction enzyme [EC:3.1.21.4]"
"1543",0.993768922068944,1,68.1649502466047,"K24158","prx; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]"
"1544",0.993783452135176,1,68.1559212975881,"K16012","cydC; ATP-binding cassette, subfamily C, bacterial CydC"
"1545",0.993813424594237,1,68.1372398999704,"K09758","asdA; aspartate 4-decarboxylase [EC:4.1.1.12]"
"1546",0.993865023375885,1,68.1048988390301,"K01443","nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]"
"1547",0.993884137818741,1,68.092859804206,"K03488","licT, bglG; beta-glucoside operon transcriptional antiterminator"
"1548",0.994078806456931,1,67.9683987317268,"K10559","rhaS; rhamnose transport system substrate-binding protein"
"1549",0.994369082189829,1,67.776206314294,"K01087","otsB; trehalose 6-phosphate phosphatase [EC:3.1.3.12]"
"1550",0.994385994720192,1,67.7647512245342,"K16927","cbrT; energy-coupling factor transport system substrate-specific component"
"1551",0.994422171124819,1,67.7401497039627,"K11960","urtB; urea transport system permease protein"
"1552",0.9944990234682,1,67.6874335998431,"K03577","acrR, smeT; TetR/AcrR family transcriptional regulator, acrAB operon repressor"
"1553",0.994501607927064,1,67.6856499643553,"K07173","luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]"
"1554",0.9945458025463,1,67.6550387180322,"K02278","cpaA, tadV; prepilin peptidase CpaA [EC:3.4.23.43]"
"1555",0.994577006895662,1,67.6332978816306,"K00154","E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]"
"1556",0.994658575676276,1,67.5759602630163,"K16924","mtsT; energy-coupling factor transport system substrate-specific component"
"1557",0.99467059822099,1,67.5674463054125,"K07792","dcuB; anaerobic C4-dicarboxylate transporter DcuB"
"1558",0.994687915178744,1,67.5551542610108,"K12368","dppA; dipeptide transport system substrate-binding protein"
"1559",0.99503676160504,1,67.2999634487363,"K15876","nrfH; cytochrome c nitrite reductase small subunit"
"1560",0.995087378480387,1,67.2616747248446,"K00324","pntA; proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1]"
"1561",0.995117614712411,1,67.2386419633822,"K15051","endA; DNA-entry nuclease"
"1562",0.995146481061144,1,67.2165389145835,"K00931","proB; glutamate 5-kinase [EC:2.7.2.11]"
"1563",0.99520172634014,1,67.1739228473617,"K13683","wcaE; putative colanic acid biosynthesis glycosyltransferase WcaE [EC:2.4.-.-]"
"1564",0.995370666658992,1,67.0409517389188,"K01734","mgsA; methylglyoxal synthase [EC:4.2.3.3]"
"1565",0.995380262368233,1,67.0332753685365,"K19611","fepA, pfeA, iroN, pirA; ferric enterobactin receptor"
"1566",0.995387049204726,1,67.0278378095094,"K13821","putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"
"1567",0.995431954921204,1,66.9916864611921,"K00757","udp, UPP; uridine phosphorylase [EC:2.4.2.3]"
"1568",0.995460729329222,1,66.9683616363016,"K11250","leuE; leucine efflux protein"
"1569",0.995480932720488,1,66.9519089222812,"K02024","lamB; maltoporin"
"1570",0.995611946087543,1,66.8436645807876,"K02169","bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]"
"1571",0.995663329719172,1,66.8004549229125,"K00690","E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7]"
"1572",0.995680592607243,1,66.7858398127963,"K15256","cmoA; tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]"
"1573",0.995816721168178,1,66.6688048066793,"K02048","cysP; sulfate/thiosulfate transport system substrate-binding protein"
"1574",0.995836968922216,1,66.6511191959475,"K00662","aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]"
"1575",0.995870597488496,1,66.6215824301194,"K19084","braE, bceB; bacitracin transport system permease protein"
"1576",0.995903670120984,1,66.5923321801739,"K01595","ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]"
"1577",0.99593303549519,1,66.5661905368607,"K10805","tesB; acyl-CoA thioesterase II [EC:3.1.2.-]"
"1578",0.996039451671714,1,66.4700799765269,"K01176","AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]"
"1579",0.996104196532099,1,66.4105154828084,"K06350","kipA; antagonist of KipI"
"1580",0.996201512438211,1,66.3193671993482,"K05799","pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex"
"1581",0.996204798489259,1,66.3162545536165,"K07147","msrP; methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]"
"1582",0.996218781393563,1,66.3029835856169,"K00179","iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]"
"1583",0.996236199184006,1,66.2863935165677,"K00262","E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"
"1584",0.996252057519426,1,66.2712313200898,"K01482","DDAH, ddaH; dimethylargininase [EC:3.5.3.18]"
"1585",0.996302088754972,1,66.2230322225379,"K18918","relB; RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB"
"1586",0.996352871997474,1,66.1735318931212,"K25150","narA; polyether ionophore transport system ATP-binding protein"
"1587",0.996384707651274,1,66.1421973844301,"K16568","exoZ; exopolysaccharide production protein ExoZ"
"1588",0.996394708222082,1,66.1323052486402,"K17315","gtsA, glcE; glucose/mannose transport system substrate-binding protein"
"1589",0.996396983783306,1,66.1300510648994,"K02032","ddpF; peptide/nickel transport system ATP-binding protein"
"1590",0.996453796249277,1,66.0733713901723,"K01772","hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]"
"1591",0.996505978151098,1,66.0206186740805,"K01191","MAN2C1; alpha-mannosidase [EC:3.2.1.24]"
"1592",0.996510979236072,1,66.0155273360477,"K06971","K06971; uncharacterized protein"
"1593",0.996586792813336,1,65.9375654958201,"K13626","fliW; flagellar assembly factor FliW"
"1594",0.996615432302536,1,65.9077258977857,"K05773","tupB, vupB; tungstate transport system permease protein"
"1595",0.99661573209002,1,65.9074123992314,"K02431","fucU, FUOM; L-fucose mutarotase [EC:5.1.3.29]"
"1596",0.996742009105827,1,65.7731807898532,"K00864","glpK, GK; glycerol kinase [EC:2.7.1.30]"
"1597",0.996769048891288,1,65.7438557217658,"K07031","hddA; D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]"
"1598",0.996895805893894,1,65.6034962776854,"K01907","AACS, acsA; acetoacetyl-CoA synthetase [EC:6.2.1.16]"
"1599",0.996956044752147,1,65.5350506383173,"K10201","ngcF; N-acetylglucosamine transport system permease protein"
"1600",0.997114395496074,1,65.3493778404788,"K12251","aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]"
"1601",0.997161980147259,1,65.2918608238344,"K05986","NUCS; nuclease S1 [EC:3.1.30.1]"
"1602",0.997228848487726,1,65.2096079570438,"K07406","melA; alpha-galactosidase [EC:3.2.1.22]"
"1603",0.99728639485389,1,65.1374341033433,"K04656","hypF; hydrogenase maturation protein HypF"
"1604",0.997376610537522,1,65.021572022552,"K05772","tupA, vupA; tungstate transport system substrate-binding protein"
"1605",0.997410413937729,1,64.9772679867083,"K18785","mp2; beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]"
"1606",0.997530502511787,1,64.815707211215,"K21600","csoR, ricR; CsoR family transcriptional regulator, copper-sensing transcriptional repressor"
"1607",0.997548374463092,1,64.7910828897161,"K11616","maeN; malate:Na+ symporter"
"1608",0.997568534774763,1,64.7631178094008,"K15583","oppD; oligopeptide transport system ATP-binding protein"
"1609",0.997577692062447,1,64.7503488463249,"K08972","K08972; putative membrane protein"
"1610",0.997599466615432,1,64.7198170818124,"K00625","pta; phosphate acetyltransferase [EC:2.3.1.8]"
"1611",0.997620668242252,1,64.6898565736764,"K14162","dnaE2; error-prone DNA polymerase [EC:2.7.7.7]"
"1612",0.997654627297286,1,64.6413813121699,"K02110","ATPF0C, atpE; F-type H+-transporting ATPase subunit c"
"1613",0.997674089726001,1,64.6133237266719,"K10236","thuE, lpqY; trehalose/maltose transport system substrate-binding protein"
"1614",0.997680435472018,1,64.6041313888226,"K15580","oppA, mppA; oligopeptide transport system substrate-binding protein"
"1615",0.997692478317814,1,64.5866260409189,"K02385","flbD; flagellar protein FlbD"
"1616",0.99771126649071,1,64.5591564472787,"K25149","narB; polyether ionophore transport system permease protein"
"1617",0.997746370109775,1,64.5073027178265,"K00147","proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]"
"1618",0.997764404791062,1,64.4803887577685,"K22278","pgdA; peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]"
"1619",0.997829086059907,1,64.3822816079518,"K15582","oppC; oligopeptide transport system permease protein"
"1620",0.997886032334596,1,64.2937766573948,"K01060","cah; cephalosporin-C deacetylase [EC:3.1.1.41]"
"1621",0.99791661247812,1,64.2453888675165,"K10672","grdB; glycine reductase complex component B subunit gamma [EC:1.21.4.2]"
"1622",0.99791661247812,1,64.2453888675165,"K21576","grdD; glycine/sarcosine/betaine reductase complex component C subunit alpha [EC:1.21.4.2 1.21.4.3 1.21.4.4]"
"1623",0.99791661247812,1,64.2453888675165,"K21577","grdC; glycine/sarcosine/betaine reductase complex component C subunit beta [EC:1.21.4.2 1.21.4.3 1.21.4.4]"
"1624",0.997966329217112,1,64.1653830687194,"K18909","mepR; MarR family transcriptional regulator, repressor for mepA"
"1625",0.998118585241959,1,63.9092819217535,"K27494","exoMA1; D-arabinan exo alpha-(1,3)/(1,5)-arabinofuranosidase (non-reducing end) [EC:3.2.1.225]"
"1626",0.998122121095701,1,63.9031224006839,"K00174","korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"
"1627",0.998145291291996,1,63.8625069343087,"K09809","tagF; CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]"
"1628",0.998162525835255,1,63.8320076855792,"K19082","braR, bceR; two-component system, OmpR family, response regulator protein BraR/BceR"
"1629",0.998186562408719,1,63.7890510179948,"K03929","pnbA; para-nitrobenzyl esterase [EC:3.1.1.-]"
"1630",0.998212387487324,1,63.7423398377017,"K21645","hypT, qseD; LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT"
"1631",0.998215667069535,1,63.7363657318082,"K17363","urdA; urocanate reductase [EC:1.3.99.33]"
"1632",0.998292695491769,1,63.5932127083968,"K02664","pilO; type IV pilus assembly protein PilO"
"1633",0.998294658415604,1,63.5894914498645,"K05352","tarJ; ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]"
"1634",0.998333548454963,1,63.5149807505454,"K09699","DBT, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]"
"1635",0.998333971545388,1,63.5141618020594,"K00798","MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]"
"1636",0.998402049439313,1,63.3799529155635,"K08296","sixA; phosphohistidine phosphatase [EC:3.1.3.-]"
"1637",0.998407070211066,1,63.3698577837364,"K07257","spsF; spore coat polysaccharide biosynthesis protein SpsF"
"1638",0.998457684995947,1,63.2664994666745,"K02160","accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein"
"1639",0.998475654690385,1,63.2290880640008,"K02008","cbiQ; cobalt/nickel transport system permease protein"
"1640",0.9984870905991,1,63.2050775379175,"K02415","fliL; flagellar protein FliL"
"1641",0.998658623332933,1,62.8243662354652,"K03410","cheC; chemotaxis protein CheC"
"1642",0.99867596689919,1,62.7835263064936,"K16203","dppA1; D-amino peptidase [EC:3.4.11.-]"
"1643",0.998679143437317,1,62.775995398892,"K00428","E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]"
"1644",0.998680337531862,1,62.773160330789,"K23123","pxpB; 5-oxoprolinase (ATP-hydrolysing) subunit B [EC:3.5.2.9]"
"1645",0.998686828277546,1,62.7577101575008,"K12510","tadB; tight adherence protein B"
"1646",0.998714595446538,1,62.6908470088018,"K03547","sbcD, mre11; DNA repair protein SbcD/Mre11"
"1647",0.998728137534889,1,62.657775515747,"K08961","K08961; chondroitin-sulfate-ABC endolyase/exolyase [EC:4.2.2.20 4.2.2.21]"
"1648",0.998739051958226,1,62.6308948085342,"K01208","cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]"
"1649",0.998792191604364,1,62.4970178453781,"K10237","thuF, sugA; trehalose/maltose transport system permease protein"
"1650",0.998794157056442,1,62.4919674177951,"K22452","tgpA; protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]"
"1651",0.998824972470145,1,62.4118206359522,"K07245","pcoD; copper resistance protein D"
"1652",0.998864076637198,1,62.3074051694301,"K03923","mdaB; NADPH dehydrogenase (quinone) [EC:1.6.5.10]"
"1653",0.998923742366287,1,62.1418088618188,"K18910","dpe, lre; D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]"
"1654",0.998924517199871,1,62.1396056167216,"K07053","E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]"
"1655",0.998981184618997,1,61.9745417511671,"K00997","acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]"
"1656",0.998983842568492,1,61.9666021205547,"K00855","PRK, prkB; phosphoribulokinase [EC:2.7.1.19]"
"1657",0.998994304648936,1,61.9351712266078,"K27502","capadh; carboxyaminopropylagmatine dehydrogenase [EC:1.5.1.55]"
"1658",0.999008797348286,1,61.891150459221,"K22468","ppk2; polyphosphate kinase [EC:2.7.4.34]"
"1659",0.999054296864046,1,61.7491508612943,"K13542","cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]"
"1660",0.99907018043681,1,61.6981542918594,"K07240","chrA; chromate transporter"
"1661",0.999082344837136,1,61.6585747898821,"K00563","rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]"
"1662",0.999099545889484,1,61.6018073774507,"K10038","glnQ; glutamine transport system ATP-binding protein [EC:7.4.2.1]"
"1663",0.999101195319326,1,61.5963135607801,"K20859","phnPP; phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase [EC:3.1.4.57]"
"1664",0.999113639930193,1,61.5545736616566,"K07273","acm; lysozyme"
"1665",0.999125293469328,1,61.5150138385503,"K03385","nrfA; nitrite reductase (cytochrome c-552) [EC:1.7.2.2]"
"1666",0.999126116770123,1,61.5122013896077,"K23121","pflD; trans-4-hydroxy-L-proline dehydratase [EC:4.2.1.172]"
"1667",0.999132958046719,1,61.4887399291985,"K06167","phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"
"1668",0.999141957211356,1,61.4576271938967,"K03588","ftsW, spoVE, rodA; peptidoglycan glycosyltransferase [EC:2.4.99.28]"
"1669",0.999169632093485,1,61.3601011411939,"K07027","K07027; glycosyltransferase 2 family protein"
"1670",0.999212644076432,1,61.2026504591942,"K07658","phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP"
"1671",0.999261136227407,1,61.0157113586218,"K22230","iolU; scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.-]"
"1672",0.999269035062044,1,60.9842346292698,"K05916","hmp, YHB1; nitric oxide dioxygenase [EC:1.14.12.17]"
"1673",0.999270752190762,1,60.9773519420684,"K08169","yebQ; MFS transporter, DHA2 family, multidrug resistance protein"
"1674",0.999297779869957,1,60.867076611726,"K15257","cmoB; tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]"
"1675",0.999313325243874,1,60.8019293894839,"K15771","ganP, mdxF; arabinogalactan oligomer / maltooligosaccharide transport system permease protein"
"1676",0.999316872979456,1,60.7868780190591,"K06985","K06985; aspartyl protease family protein"
"1677",0.999326961344498,1,60.7436947916289,"K01647","CS, gltA; citrate synthase [EC:2.3.3.1]"
"1678",0.99935314527141,1,60.6288681093338,"K02075","ABC.ZM.P; zinc/manganese transport system permease protein"
"1679",0.999364218400194,1,60.5790595039957,"K11070","potC; spermidine/putrescine transport system permease protein"
"1680",0.999364614493309,1,60.5772635540781,"K02379","fdhD; FdhD protein"
"1681",0.999382896304808,1,60.4932662789932,"K27684","capadc; carboxyaminopropylagmatine decarboxylase [EC:4.1.1.127]"
"1682",0.999404636644014,1,60.3904443790436,"K19002","mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]"
"1683",0.999416626039867,1,60.3323002127286,"K06411","spoVFB; dipicolinate synthase subunit B"
"1684",0.99942216744707,1,60.3050657694257,"K21012","pelG; polysaccharide biosynthesis protein PelG"
"1685",0.999427391214203,1,60.2791784266872,"K05589","ftsB; cell division protein FtsB"
"1686",0.999460397165241,1,60.1105665474681,"K07148","K07148; uncharacterized protein"
"1687",0.999461517957658,1,60.1046810113052,"K03652","MPG; DNA-3-methyladenine glycosylase [EC:3.2.2.21]"
"1688",0.999474351897342,1,60.036496223273,"K04061","flhB2; flagellar biosynthesis protein"
"1689",0.999488461359661,1,59.959798249467,"K00385","asrC; anaerobic sulfite reductase subunit C"
"1690",0.999499362146866,1,59.899237988494,"K08276","eco; ecotin"
"1691",0.999512057920701,1,59.8272027515791,"K10111","malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
"1692",0.999527617091649,1,59.7366010467525,"K11071","potB; spermidine/putrescine transport system permease protein"
"1693",0.999531882972706,1,59.7112949031209,"K06989","nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]"
"1694",0.999532125064248,1,59.7098525897165,"K06163","phnJ; alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]"
"1695",0.99953298018143,1,59.7047526958454,"K01182","IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]"
"1696",0.999541360322615,1,59.6543270506534,"K18446","ygiF; triphosphatase [EC:3.6.1.25]"
"1697",0.999553421218062,1,59.5802875275346,"K15598","thiY; putative hydroxymethylpyrimidine transport system substrate-binding protein"
"1698",0.999554109582068,1,59.5760080542955,"K21011","pelF; polysaccharide biosynthesis protein PelF"
"1699",0.999560749311774,1,59.5344234382208,"K10192","togB; oligogalacturonide transport system substrate-binding protein"
"1700",0.999572714151661,1,59.4580468064909,"K00872","thrB; homoserine kinase [EC:2.7.1.39]"
"1701",0.999581104451953,1,59.4033377288424,"K09004","K09004; uncharacterized protein"
"1702",0.999584404591149,1,59.3815499556778,"K05988","dexA; dextranase [EC:3.2.1.11]"
"1703",0.999606271709868,1,59.2331375430231,"K06415","spoVR; stage V sporulation protein R"
"1704",0.999606271709868,1,59.2331375430231,"K07180","prkA; serine protein kinase"
"1705",0.999606271709868,1,59.2331375430231,"K09786","K09786; uncharacterized protein"
"1706",0.999611928551709,1,59.1935433944918,"K21471","cwlO; peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]"
"1707",0.999635606670338,1,59.0219868137114,"K09971","aapM, bztC; general L-amino acid transport system permease protein"
"1708",0.999650265099397,1,58.9106999764944,"K01692","paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]"
"1709",0.999655236278239,1,58.8720070923656,"K01500","fchA; methenyltetrahydrofolate cyclohydrolase [EC:3.5.4.9]"
"1710",0.99965836940092,1,58.8473625661177,"K05781","phnK; putative phosphonate transport system ATP-binding protein"
"1711",0.999658924370937,1,58.8429761455388,"K00639","kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]"
"1712",0.999678974784496,1,58.6800363590135,"K17752","rsbT; serine/threonine-protein kinase RsbT [EC:2.7.11.1]"
"1713",0.999686616644807,1,58.61551953743,"K09815","znuA; zinc transport system substrate-binding protein"
"1714",0.999688053169567,1,58.6032340074442,"K01796","AMACR, mcr; alpha-methylacyl-CoA racemase [EC:5.1.99.4]"
"1715",0.999697679649017,1,58.5195688304742,"K09933","mtfA; MtfA peptidase"
"1716",0.999698888444182,1,58.5088943363702,"K06902","UMF1; MFS transporter, UMF1 family"
"1717",0.999713159296585,1,58.3798720442945,"K17723","preA; dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]"
"1718",0.999715106650487,1,58.3618205292625,"K09459","E4.1.1.82; phosphonopyruvate decarboxylase [EC:4.1.1.82]"
"1719",0.999716294480424,1,58.3507550464494,"K19591","cueR; MerR family transcriptional regulator, copper efflux regulator"
"1720",0.999721113958438,1,58.3054262070641,"K10806","yciA; acyl-CoA thioesterase YciA [EC:3.1.2.-]"
"1721",0.999725017797917,1,58.2681895863261,"K10094","cbiK; nickel transport protein"
"1722",0.999731962138228,1,58.200759325865,"K03548","perM; putative permease"
"1723",0.999744466409673,1,58.0752739211248,"K03492","gmuR; GntR family transcriptional regulator, regulator of glucomannan utilization"
"1724",0.999748015084531,1,58.0386541061355,"K00014","aroE; shikimate dehydrogenase [EC:1.1.1.25]"
"1725",0.999749616371166,1,58.0219776256888,"K16329","psuG; pseudouridylate synthase [EC:4.2.1.70]"
"1726",0.999751009519658,1,58.0073904370468,"K10670","grdA; glycine/sarcosine/betaine reductase complex component A [EC:1.21.4.2 1.21.4.3 1.21.4.4]"
"1727",0.999751960102911,1,57.9973949350622,"K01809","manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]"
"1728",0.999765176452334,1,57.8547237798426,"K09017","rutR; TetR/AcrR family transcriptional regulator"
"1729",0.999770465204293,1,57.7955948683949,"K20542","bcsZ; endoglucanase [EC:3.2.1.4]"
"1730",0.999770661081292,1,57.7933814319414,"K01777","prdF; proline racemase [EC:5.1.1.4]"
"1731",0.999776461385267,1,57.727051931127,"K02471","bacA, bclA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein"
"1732",0.999779899334366,1,57.6870006454819,"K00926","arcC; carbamate kinase [EC:2.7.2.2]"
"1733",0.999780209128487,1,57.683363951362,"K08968","msrC; L-methionine (R)-S-oxide reductase [EC:1.8.4.14]"
"1734",0.999780836625807,1,57.6759835246966,"K01232","glvA; maltose-6'-phosphate glucosidase [EC:3.2.1.122]"
"1735",0.999782618210468,1,57.654924686489,"K07684","narL; two-component system, NarL family, nitrate/nitrite response regulator NarL"
"1736",0.999803597584975,1,57.3944713763079,"K19510","gfrF; fructoselysine-6-phosphate deglycase"
"1737",0.999806655625491,1,57.3544271338717,"K00016","LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]"
"1738",0.999810915212902,1,57.2976844948846,"K16951","asrB; anaerobic sulfite reductase subunit B"
"1739",0.999820115477171,1,57.1710744562754,"K01039","gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]"
"1740",0.999821774080311,1,57.1476287066033,"K02006","cbiO; cobalt/nickel transport system ATP-binding protein"
"1741",0.999823360881875,1,57.1250125197578,"K00033","PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"1742",0.999826273577009,1,57.08301633159,"K07787","cusA, silA; copper/silver efflux system protein"
"1743",0.999826544422637,1,57.0790788945184,"K11312","K11312; cupin 2 domain-containing protein"
"1744",0.999826713754019,1,57.0766144015958,"K19355","MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"
"1745",0.999830691839054,1,57.0180803692382,"K22340","hylC; formate dehydrogenase (NAD+, ferredoxin) subunit C [EC:1.17.1.11]"
"1746",0.999833449359333,1,56.9767711731568,"K09014","sufB; Fe-S cluster assembly protein SufB"
"1747",0.99983384666354,1,56.9707684019168,"K07451","mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]"
"1748",0.999835189119347,1,56.9503890185338,"K01183","E3.2.1.14; chitinase [EC:3.2.1.14]"
"1749",0.999836891806091,1,56.9243238711456,"K07157","K07157; uncharacterized protein"
"1750",0.999837270892252,1,56.9184872229365,"K06999","K06999; phospholipase/carboxylesterase"
"1751",0.999838391268942,1,56.9011649792974,"K00027","ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]"
"1752",0.999843632313286,1,56.8186603800544,"K19139","csm4; CRISPR-associated protein Csm4"
"1753",0.999847653316525,1,56.7536464251435,"K05367","pbpC; penicillin-binding protein 1C [EC:2.4.99.28]"
"1754",0.999849161873834,1,56.7288536585472,"K07719","glnL; two-component system, response regulator GlnL"
"1755",0.999854150986752,1,56.6452275050982,"K01250","rihA; pyrimidine-specific ribonucleoside hydrolase [EC:3.2.2.-]"
"1756",0.999856592524987,1,56.6033542299759,"K02019","modE; molybdate transport system regulatory protein"
"1757",0.999856659305681,1,56.6021998647626,"K07085","K07085; putative transport protein"
"1758",0.99985830826182,1,56.5735404180688,"K01494","dcd; dCTP deaminase [EC:3.5.4.13]"
"1759",0.99986691510768,1,56.4188552906721,"K14160","imuA; protein ImuA"
"1760",0.9998687102774,1,56.3854518569314,"K06969","rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]"
"1761",0.999869872831366,1,56.3635980342132,"K02434","gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]"
"1762",0.999870077754139,1,56.3597275228254,"K07224","efeO; iron uptake system component EfeO"
"1763",0.999881118235747,1,56.1425403937679,"K10709","frlC; fructoselysine 3-epimerase [EC:5.1.3.41]"
"1764",0.999883142227952,1,56.1007495896474,"K03586","ftsL; cell division protein FtsL"
